harpnumber,SHARP_FILE,BITMAP,goes_class
401,hmi.sharp_cea_720s.401.20110310_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_050000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_060000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_070000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_080000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_090000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_100000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_110000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_120000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_130000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_140000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_150000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_160000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_170000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_180000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_190000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_200000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_210000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_220000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110310_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110310_230000_TAI.bitmap.fits,X1.5
401,hmi.sharp_cea_720s.401.20110312_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_050000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_060000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_080000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_090000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_100000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_110000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_120000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_130000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_140000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_150000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_160000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_170000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_180000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_190000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_200000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_210000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_220000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110312_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110312_230000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110313_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110313_000000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110313_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110313_010000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110313_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110313_020000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110313_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110313_030000_TAI.bitmap.fits,M1.3
401,hmi.sharp_cea_720s.401.20110313_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.401.20110313_040000_TAI.bitmap.fits,M1.3
407,hmi.sharp_cea_720s.407.20110314_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110314_200000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110314_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110314_210000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110314_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110314_220000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110314_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110314_230000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_000000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_010000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_020000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_030000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_040000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_050000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_060000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_080000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_090000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_100000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_110000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_120000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_130000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_140000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_150000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_160000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_170000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_180000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_190000_TAI.bitmap.fits,M4.2
407,hmi.sharp_cea_720s.407.20110315_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_200000_TAI.bitmap.fits,M1.0
407,hmi.sharp_cea_720s.407.20110315_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_210000_TAI.bitmap.fits,M1.0
407,hmi.sharp_cea_720s.407.20110315_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_220000_TAI.bitmap.fits,M1.0
407,hmi.sharp_cea_720s.407.20110315_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110315_230000_TAI.bitmap.fits,M1.0
407,hmi.sharp_cea_720s.407.20110316_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.407.20110316_000000_TAI.bitmap.fits,M1.0
415,hmi.sharp_cea_720s.415.20110308_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_040000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_050000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_060000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_070000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_080000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_090000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_100000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_110000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_120000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_130000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_140000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_150000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_160000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_170000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_180000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_190000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_200000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_210000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_220000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110308_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110308_230000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110309_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110309_000000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110309_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110309_010000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110309_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110309_020000_TAI.bitmap.fits,M1.5
415,hmi.sharp_cea_720s.415.20110309_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.415.20110309_030000_TAI.bitmap.fits,M1.5
437,hmi.sharp_cea_720s.437.20110323_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_030000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_040000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_050000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_060000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_100000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_110000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_120000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_130000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_140000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_150000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_160000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_170000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_180000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_190000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_200000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_210000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110323_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110323_220000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110324_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_000000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110324_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_010000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110324_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_020000_TAI.bitmap.fits,M1.4
437,hmi.sharp_cea_720s.437.20110324_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_130000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110324_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_140000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110324_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_150000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110324_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_160000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110324_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_170000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110324_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_180000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110324_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_190000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110324_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_200000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110324_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_210000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110324_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_220000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110324_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110324_230000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_000000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_010000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_020000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_030000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_040000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_050000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_060000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_080000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_090000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_100000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_110000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110325_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110325_120000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_000000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_010000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_020000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_030000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_040000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_050000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_060000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_080000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_090000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_100000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_110000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_120000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_130000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_140000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_150000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_160000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_170000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_180000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_190000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_200000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_210000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_220000_TAI.bitmap.fits,M1.0
437,hmi.sharp_cea_720s.437.20110326_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.437.20110326_230000_TAI.bitmap.fits,M1.0
495,hmi.sharp_cea_720s.495.20110415_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110415_180000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110415_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110415_190000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110415_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110415_200000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110415_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110415_210000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110415_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110415_220000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110415_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110415_230000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_000000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_010000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_020000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_030000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_040000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_050000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_060000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_070000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_080000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_090000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_100000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_110000_TAI.bitmap.fits,M1.3
495,hmi.sharp_cea_720s.495.20110416_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.495.20110416_120000_TAI.bitmap.fits,M1.3
